REF_DATE,GEO,DGUID,New housing price indexes,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
01-06-1998,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47.2,,,,1
01-07-1998,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47.3,,,,1
01-08-1998,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47.3,,,,1
01-09-1998,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47.5,,,,1
01-10-1998,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47.6,,,,1
01-11-1998,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47.7,,,,1
01-12-1998,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47.6,,,,1
01-01-1999,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47.8,,,,1
01-02-1999,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47.8,,,,1
01-03-1999,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47.8,,,,1
01-04-1999,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47.9,,,,1
01-05-1999,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47.9,,,,1
01-06-1999,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,48,,,,1
01-07-1999,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,48.1,,,,1
01-08-1999,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,48.3,,,,1
01-09-1999,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,48.7,,,,1
01-10-1999,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,48.8,,,,1
01-11-1999,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,49.1,,,,1
01-12-1999,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,49.3,,,,1
01-01-2000,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,49.3,,,,1
01-02-2000,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,49.8,,,,1
01-03-2000,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,49.8,,,,1
01-04-2000,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,50,,,,1
01-05-2000,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,50.1,,,,1
01-06-2000,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,50.2,,,,1
01-07-2000,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,50.4,,,,1
01-08-2000,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,50.5,,,,1
01-09-2000,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,50.8,,,,1
01-10-2000,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,50.9,,,,1
01-11-2000,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,51.3,,,,1
01-12-2000,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,51.5,,,,1
01-01-2001,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,51.7,,,,1
01-02-2001,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,51.8,,,,1
01-03-2001,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,52.1,,,,1
01-04-2001,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,52.3,,,,1
01-05-2001,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,52.4,,,,1
01-06-2001,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,52.7,,,,1
01-07-2001,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,52.8,,,,1
01-08-2001,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,52.9,,,,1
01-09-2001,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,53,,,,1
01-10-2001,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,53.1,,,,1
01-11-2001,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,53.2,,,,1
01-12-2001,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,53.3,,,,1
01-01-2002,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,53.6,,,,1
01-02-2002,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,54.2,,,,1
01-03-2002,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,54.2,,,,1
01-04-2002,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,54.8,,,,1
01-05-2002,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,55.2,,,,1
01-06-2002,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,55.4,,,,1
01-07-2002,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,55.5,,,,1
01-08-2002,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,55.9,,,,1
01-09-2002,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,55.9,,,,1
01-10-2002,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,56.5,,,,1
01-11-2002,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,56.9,,,,1
01-12-2002,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,57.1,,,,1
01-01-2003,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,57.1,,,,1
01-02-2003,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,57.6,,,,1
01-03-2003,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,57.6,,,,1
01-04-2003,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,57.9,,,,1
01-05-2003,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,58.5,,,,1
01-06-2003,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,58.7,,,,1
01-07-2003,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,59.1,,,,1
01-08-2003,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,59.5,,,,1
01-09-2003,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,59.8,,,,1
01-10-2003,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,60,,,,1
01-11-2003,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,60.7,,,,1
01-12-2003,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,60.8,,,,1
01-01-2004,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,61,,,,1
01-02-2004,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,61.4,,,,1
01-03-2004,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,61.6,,,,1
01-04-2004,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,62.3,,,,1
01-05-2004,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,63,,,,1
01-06-2004,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,63.5,,,,1
01-07-2004,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,63.6,,,,1
01-08-2004,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,63.9,,,,1
01-09-2004,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,64,,,,1
01-10-2004,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,64.2,,,,1
01-11-2004,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,64.5,,,,1
01-12-2004,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,64.7,,,,1
01-01-2005,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,64.9,,,,1
01-02-2005,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,65,,,,1
01-03-2005,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,65.2,,,,1
01-04-2005,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,65.6,,,,1
01-05-2005,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,66,,,,1
01-06-2005,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,66,,,,1
01-07-2005,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,66.2,,,,1
01-08-2005,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,66.3,,,,1
01-09-2005,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,66.5,,,,1
01-10-2005,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,66.9,,,,1
01-11-2005,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,67,,,,1
01-12-2005,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,67,,,,1
01-01-2006,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,67.5,,,,1
01-02-2006,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,67.7,,,,1
01-03-2006,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,67.9,,,,1
01-04-2006,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,68.2,,,,1
01-05-2006,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,68.4,,,,1
01-06-2006,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,68.7,,,,1
01-07-2006,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,69.1,,,,1
01-08-2006,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,69.6,,,,1
01-09-2006,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,69.6,,,,1
01-10-2006,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,69.6,,,,1
01-11-2006,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,69.8,,,,1
01-12-2006,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,69.9,,,,1
01-01-2007,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,69.9,,,,1
01-02-2007,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,70,,,,1
01-03-2007,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,70,,,,1
01-04-2007,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,70,,,,1
01-05-2007,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,70.4,,,,1
01-06-2007,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,70.7,,,,1
01-07-2007,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,70.9,,,,1
01-08-2007,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,71.3,,,,1
01-09-2007,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,71.6,,,,1
01-10-2007,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,71.6,,,,1
01-11-2007,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,72.2,,,,1
01-12-2007,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,72.3,,,,1
01-01-2008,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,73.1,,,,1
01-02-2008,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,73.5,,,,1
01-03-2008,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,73.7,,,,1
01-04-2008,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,73.8,,,,1
01-05-2008,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,73.8,,,,1
01-06-2008,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,74.2,,,,1
01-07-2008,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,74.2,,,,1
01-08-2008,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,74.4,,,,1
01-09-2008,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,74.4,,,,1
01-10-2008,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,74.3,,,,1
01-11-2008,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,74.2,,,,1
01-12-2008,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,74.3,,,,1
01-01-2009,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,74.3,,,,1
01-02-2009,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,74.3,,,,1
01-03-2009,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,74.1,,,,1
01-04-2009,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,73.5,,,,1
01-05-2009,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,73.2,,,,1
01-06-2009,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,73.1,,,,1
01-07-2009,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,73.3,,,,1
01-08-2009,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,73.4,,,,1
01-09-2009,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,73.9,,,,1
01-10-2009,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,74.2,,,,1
01-11-2009,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,74.6,,,,1
01-12-2009,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,75.2,,,,1
01-01-2010,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,75.7,,,,1
01-02-2010,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,75.6,,,,1
01-03-2010,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,76.1,,,,1
01-04-2010,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,76.3,,,,1
01-05-2010,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,76.9,,,,1
01-06-2010,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,77.2,,,,1
01-07-2010,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,77.1,,,,1
01-08-2010,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,77.4,,,,1
01-09-2010,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,77.4,,,,1
01-10-2010,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,77.6,,,,1
01-11-2010,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,78.1,,,,1
01-12-2010,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,77.9,,,,1
01-01-2011,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,78.2,,,,1
01-02-2011,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,78.7,,,,1
01-03-2011,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,78.9,,,,1
01-04-2011,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,79.6,,,,1
01-05-2011,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,80.2,,,,1
01-06-2011,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,80.9,,,,1
01-07-2011,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,81.1,,,,1
01-08-2011,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,81.3,,,,1
01-09-2011,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,81.5,,,,1
01-10-2011,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,81.7,,,,1
01-11-2011,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,82.3,,,,1
01-12-2011,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,82.5,,,,1
01-01-2012,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,82.6,,,,1
01-02-2012,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,83,,,,1
01-03-2012,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,83.5,,,,1
01-04-2012,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,83.8,,,,1
01-05-2012,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,84.3,,,,1
01-06-2012,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,84.7,,,,1
01-07-2012,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,84.7,,,,1
01-08-2012,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,84.9,,,,1
01-09-2012,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,85.3,,,,1
01-10-2012,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,85.6,,,,1
01-11-2012,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,85.9,,,,1
01-12-2012,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,86.1,,,,1
01-01-2013,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,86.3,,,,1
01-02-2013,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,86.1,,,,1
01-03-2013,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,86.2,,,,1
01-04-2013,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,86.3,,,,1
01-05-2013,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,86.5,,,,1
01-06-2013,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,86.5,,,,1
01-07-2013,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,86.7,,,,1
01-08-2013,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,86.8,,,,1
01-09-2013,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,86.8,,,,1
01-10-2013,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,86.9,,,,1
01-11-2013,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,87.1,,,,1
01-12-2013,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,87.3,,,,1
01-01-2014,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,87.4,,,,1
01-02-2014,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,87.7,,,,1
01-03-2014,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,87.7,,,,1
01-04-2014,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,88.3,,,,1
01-05-2014,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,88.3,,,,1
01-06-2014,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,88.7,,,,1
01-07-2014,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,88.6,,,,1
01-08-2014,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,89,,,,1
01-09-2014,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,89.3,,,,1
01-10-2014,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,89.3,,,,1
01-11-2014,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,89.4,,,,1
01-12-2014,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,89.6,,,,1
01-01-2015,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,89.5,,,,1
01-02-2015,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,89.8,,,,1
01-03-2015,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,90.2,,,,1
01-04-2015,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,90.4,,,,1
01-05-2015,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,90.4,,,,1
01-06-2015,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,90.9,,,,1
01-07-2015,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,91.2,,,,1
01-08-2015,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,91.8,,,,1
01-09-2015,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,92,,,,1
01-10-2015,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,92.4,,,,1
01-11-2015,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,92.6,,,,1
01-12-2015,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,92.8,,,,1
01-01-2016,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,93,,,,1
01-02-2016,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,93.6,,,,1
01-03-2016,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,93.9,,,,1
01-04-2016,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,94.6,,,,1
01-05-2016,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,96.4,,,,1
01-06-2016,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,96.8,,,,1
01-07-2016,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,97.8,,,,1
01-08-2016,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,98.4,,,,1
01-09-2016,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,98.5,,,,1
01-10-2016,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,99.6,,,,1
01-11-2016,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,99.8,,,,1
01-12-2016,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,100,,,,1
01-01-2017,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,99.9,,,,1
01-02-2017,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,100.6,,,,1
01-03-2017,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,100.8,,,,1
01-04-2017,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,102.3,,,,1
01-05-2017,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103,,,,1
01-06-2017,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.1,,,,1
01-07-2017,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.4,,,,1
01-08-2017,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.5,,,,1
01-09-2017,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.6,,,,1
01-10-2017,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.8,,,,1
01-11-2017,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.9,,,,1
01-12-2017,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.9,,,,1
01-01-2018,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,104,,,,1
01-02-2018,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.4,,,,1
01-03-2018,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.4,,,,1
01-04-2018,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.2,,,,1
01-05-2018,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.2,,,,1
01-06-2018,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.3,,,,1
01-07-2018,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.5,,,,1
01-08-2018,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.7,,,,1
01-09-2018,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.5,,,,1
01-10-2018,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.5,,,,1
01-11-2018,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.6,,,,1
01-12-2018,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.7,,,,1
01-01-2019,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.5,,,,1
01-02-2019,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.5,,,,1
01-03-2019,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.6,,,,1
01-04-2019,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.6,,,,1
01-05-2019,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.6,,,,1
01-06-2019,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,103.8,,,,1
