REF_DATE,GEO,DGUID,New housing price indexes,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
01-04-2009,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,78.5,,,,1
01-05-2009,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,78.3,,,,1
01-06-2009,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,78.3,,,,1
01-07-2009,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,78.4,,,,1
01-08-2009,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,78.5,,,,1
01-09-2009,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,78.9,,,,1
01-10-2009,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,79.1,,,,1
01-11-2009,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,79.4,,,,1
01-12-2009,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,79.9,,,,1
01-01-2010,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,80.2,,,,1
01-02-2010,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,80,,,,1
01-03-2010,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,80.2,,,,1
01-04-2010,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,80.3,,,,1
01-05-2010,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,80.7,,,,1
01-06-2010,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,80.9,,,,1
01-07-2010,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,80.8,,,,1
01-08-2010,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,81,,,,1
01-09-2010,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,81,,,,1
01-10-2010,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,81.2,,,,1
01-11-2010,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,81.5,,,,1
01-12-2010,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,81.6,,,,1
01-01-2011,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,81.8,,,,1
01-02-2011,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,82.2,,,,1
01-03-2011,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,82.3,,,,1
01-04-2011,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,82.8,,,,1
01-05-2011,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,83.3,,,,1
01-06-2011,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,83.8,,,,1
01-07-2011,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,84,,,,1
01-08-2011,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,84.2,,,,1
01-09-2011,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,84.4,,,,1
01-10-2011,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,84.7,,,,1
01-11-2011,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,85.3,,,,1
01-12-2011,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,85.4,,,,1
01-01-2012,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,85.5,,,,1
01-02-2012,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,85.9,,,,1
01-03-2012,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,86.3,,,,1
01-04-2012,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,86.5,,,,1
01-05-2012,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,86.9,,,,1
01-06-2012,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,87.2,,,,1
01-07-2012,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,87.3,,,,1
01-08-2012,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,87.5,,,,1
01-09-2012,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,87.8,,,,1
01-10-2012,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,88,,,,1
01-11-2012,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,88.2,,,,1
01-12-2012,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,88.4,,,,1
01-01-2013,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,88.5,,,,1
01-02-2013,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,88.5,,,,1
01-03-2013,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,88.6,,,,1
01-04-2013,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,88.7,,,,1
01-05-2013,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,88.8,,,,1
01-06-2013,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,88.8,,,,1
01-07-2013,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,89,,,,1
01-08-2013,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,89.1,,,,1
01-09-2013,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,89.1,,,,1
01-10-2013,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,89.2,,,,1
01-11-2013,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,89.3,,,,1
01-12-2013,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,89.4,,,,1
01-01-2014,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,89.5,,,,1
01-02-2014,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,89.8,,,,1
01-03-2014,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,89.8,,,,1
01-04-2014,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,90.2,,,,1
01-05-2014,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,90.2,,,,1
01-06-2014,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,90.4,,,,1
01-07-2014,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,90.4,,,,1
01-08-2014,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,90.7,,,,1
01-09-2014,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,90.9,,,,1
01-10-2014,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,91,,,,1
01-11-2014,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,91.1,,,,1
01-12-2014,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,91.2,,,,1
01-01-2015,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,91.2,,,,1
01-02-2015,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,91.4,,,,1
01-03-2015,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,91.6,,,,1
01-04-2015,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,91.8,,,,1
01-05-2015,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,92.1,,,,1
01-06-2015,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,92.6,,,,1
01-07-2015,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,92.8,,,,1
01-08-2015,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,93.3,,,,1
01-09-2015,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,93.4,,,,1
01-10-2015,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,93.8,,,,1
01-11-2015,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,93.9,,,,1
01-12-2015,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,94.1,,,,1
01-01-2016,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,94.2,,,,1
01-02-2016,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,94.6,,,,1
01-03-2016,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,94.8,,,,1
01-04-2016,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,95.3,,,,1
01-05-2016,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,96.6,,,,1
01-06-2016,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,97,,,,1
01-07-2016,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,97.8,,,,1
01-08-2016,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,98.2,,,,1
01-09-2016,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,98.5,,,,1
01-10-2016,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,99.5,,,,1
01-11-2016,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,99.9,,,,1
01-12-2016,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,100,,,,1
01-01-2017,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,100.3,,,,1
01-02-2017,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,101.1,,,,1
01-03-2017,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,101.4,,,,1
01-04-2017,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,103,,,,1
01-05-2017,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,103.8,,,,1
01-06-2017,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,103.9,,,,1
01-07-2017,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.1,,,,1
01-08-2017,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.2,,,,1
01-09-2017,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.3,,,,1
01-10-2017,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.4,,,,1
01-11-2017,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.5,,,,1
01-12-2017,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.5,,,,1
01-01-2018,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.6,,,,1
01-02-2018,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.3,,,,1
01-03-2018,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.3,,,,1
01-04-2018,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.1,,,,1
01-05-2018,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.1,,,,1
01-06-2018,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.2,,,,1
01-07-2018,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.3,,,,1
01-08-2018,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.4,,,,1
01-09-2018,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.4,,,,1
01-10-2018,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.5,,,,1
01-11-2018,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.6,,,,1
01-12-2018,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.6,,,,1
01-01-2019,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.5,,,,1
01-02-2019,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.5,,,,1
01-03-2019,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.6,,,,1
01-04-2019,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.6,,,,1
01-05-2019,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.6,,,,1
01-06-2019,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.7,,,,1
01-07-2019,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.5,,,,1
01-08-2019,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,104.5,,,,1
01-09-2019,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,105,,,,1
01-10-2019,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,105.2,,,,1
01-11-2019,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,105.3,,,,1
01-12-2019,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,105.5,,,,1
01-01-2020,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,105.4,,,,1
01-02-2020,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,105.9,,,,1
01-03-2020,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,106.3,,,,1
01-04-2020,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,106.4,,,,1
01-05-2020,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,106.5,,,,1
01-06-2020,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,106.7,,,,1
01-07-2020,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,107.2,,,,1
01-08-2020,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,107.7,,,,1
01-09-2020,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,108.8,,,,1
01-10-2020,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,109.5,,,,1
01-11-2020,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,110.2,,,,1
01-12-2020,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,110.8,,,,1
01-01-2021,Ontario,2016A000235,Total (house and land),"Index, 201612=100",347,units,0,v111955490,17.1,112.2,,,,1
01-01-1990,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,56,,,,1
01-02-1990,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,55.7,,,,1
01-03-1990,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,55.8,,,,1
01-04-1990,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,55.5,,,,1
01-05-1990,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,54.9,,,,1
01-06-1990,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,53.4,,,,1
01-07-1990,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,52.5,,,,1
01-08-1990,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,51.7,,,,1
01-09-1990,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,50.7,,,,1
01-10-1990,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,49.8,,,,1
01-11-1990,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,48.7,,,,1
01-12-1990,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,48.5,,,,1
01-01-1991,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47.3,,,,1
01-02-1991,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.9,,,,1
01-03-1991,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.9,,,,1
01-04-1991,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.9,,,,1
01-05-1991,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47,,,,1
01-06-1991,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.9,,,,1
01-07-1991,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47,,,,1
01-08-1991,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.7,,,,1
01-09-1991,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.7,,,,1
01-10-1991,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.7,,,,1
01-11-1991,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.4,,,,1
01-12-1991,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.3,,,,1
01-01-1992,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.1,,,,1
01-02-1992,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.7,,,,1
01-03-1992,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.6,,,,1
01-04-1992,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.6,,,,1
01-05-1992,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.4,,,,1
01-06-1992,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.4,,,,1
01-07-1992,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.3,,,,1
01-08-1992,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.2,,,,1
01-09-1992,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.8,,,,1
01-10-1992,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.8,,,,1
01-11-1992,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.2,,,,1
01-12-1992,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.1,,,,1
01-01-1993,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45,,,,1
01-02-1993,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.8,,,,1
01-03-1993,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.9,,,,1
01-04-1993,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.8,,,,1
01-05-1993,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.5,,,,1
01-06-1993,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.9,,,,1
01-07-1993,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.5,,,,1
01-08-1993,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.8,,,,1
01-09-1993,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45,,,,1
01-10-1993,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.7,,,,1
01-11-1993,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.6,,,,1
01-12-1993,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.6,,,,1
01-01-1994,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.5,,,,1
01-02-1994,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.4,,,,1
01-03-1994,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.4,,,,1
01-04-1994,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.5,,,,1
01-05-1994,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.4,,,,1
01-06-1994,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.7,,,,1
01-07-1994,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.7,,,,1
01-08-1994,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.9,,,,1
01-09-1994,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45,,,,1
01-10-1994,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45,,,,1
01-11-1994,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.8,,,,1
01-12-1994,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.9,,,,1
01-01-1995,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45,,,,1
01-02-1995,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45,,,,1
01-03-1995,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.1,,,,1
01-04-1995,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45,,,,1
01-05-1995,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.8,,,,1
01-06-1995,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.6,,,,1
01-07-1995,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.8,,,,1
01-08-1995,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.7,,,,1
01-09-1995,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.7,,,,1
01-10-1995,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.6,,,,1
01-11-1995,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.4,,,,1
01-12-1995,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.6,,,,1
01-01-1996,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.6,,,,1
01-02-1996,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.1,,,,1
01-03-1996,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.2,,,,1
01-04-1996,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44,,,,1
01-05-1996,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,43.9,,,,1
01-06-1996,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,43.9,,,,1
01-07-1996,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,43.9,,,,1
01-08-1996,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44,,,,1
01-09-1996,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,43.9,,,,1
01-10-1996,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44,,,,1
01-11-1996,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.4,,,,1
01-12-1996,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.4,,,,1
01-01-1997,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.7,,,,1
01-02-1997,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.8,,,,1
01-03-1997,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.9,,,,1
01-04-1997,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.2,,,,1
01-05-1997,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.4,,,,1
01-06-1997,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.5,,,,1
01-07-1997,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.7,,,,1
01-08-1997,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.7,,,,1
01-09-1997,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.8,,,,1
01-10-1997,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.9,,,,1
01-11-1997,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.5,,,,1
01-12-1997,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.5,,,,1
01-01-1998,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.7,,,,1
01-02-1998,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.8,,,,1
01-03-1998,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.8,,,,1
01-04-1998,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.9,,,,1
01-05-1998,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,47.1,,,,1
